"","pub_date","main","V2"
"4174","1989-06-16","Car Makers and Dealers at Odds",-0.25
"4175","1989-06-16","On Stage",0
"4176","1989-06-17","Saving Campers From Lyme Disease",0
"4177","1989-06-17","Corrections",1
"4178","1989-06-17","Loyal Crete Wavers on Papandreou",0.25
"4179","1989-06-17","Above All, the Novice Skydiver Needs Time",-0.5
"4180","1989-06-17","Expos Capture Lead In East",0
"4181","1989-06-17","Goldin Offers Plan to Fight Air and Waterway Pollution",-0.142857142857143
"4182","1989-06-17","Try Breathing Their Air",-0.333333333333333
"4183","1989-06-17","Kurt Stone, 77, Editor And Scholar of Music",0
"4184","1989-06-17","Time Inc., Rejecting Bid by Paramount, Will Pursue Warner",0.125
"4185","1989-06-17","Traffic Alert",0.5
"4186","1989-06-17","A Mob Leader In New England Is Believed Slain",0
"4187","1989-06-17","Consumer Prices Up 0.6% in May",0
"4188","1989-06-17","Critics of First Charter Plan Praise Proposed Revisions",0
"4189","1989-06-17","Thomas A. Nochese; Union Leader, 76",0
"4190","1989-06-17","Asian Art Exhibition",0.333333333333333
"4191","1989-06-17","A STUDENT LEADER TURNS HIMSELF IN",-0.333333333333333
"4192","1989-06-17","'Metropolis' Screening To Open Film Festival",0.4
"4193","1989-06-17","Flood of Newsprint Erodes Success Of Recycling",0
"4194","1989-06-17","Panel Urges Delay of Plutonium Refinery",-0.2
"4195","1989-06-17","Judge Approves Sale of LTV Unit",0.2
"4196","1989-06-17","Met's Zeus Is Home Free As Whitney Finds Another",0.142857142857143
"4197","1989-06-17","In Savings Bill, a Populist Message",0.25
"4198","1989-06-17","White House Backs Move to Curb Medicare Fees",0.142857142857143
"4199","1989-06-17","STRANGE MAKES BID FOR ANOTHER OPEN TITLE",0.166666666666667
"4200","1989-06-17","Ray McAnally, Stage and Film Actor, Dies at 63",-0.166666666666667
"4201","1989-06-18","Husband and Wife Take Hurdles Titles",0
"4202","1989-06-18","Miss Unnameable (18-1) Wins",-0.333333333333333
"4203","1989-06-18","Braving the Heat and Sun, in High Style",0.2
"4204","1989-06-18","STREETSCAPES: Kodak's Colorama; The End of the Line for Grand Central's Big Picture",0.111111111111111
"4205","1989-06-18","TALKING: Modulars; The Pluses Outweigh The Pitfalls",0
"4206","1989-06-18","Yes in My Backyard",0
"4207","1989-06-18","Hot Tip",-0.5
"4208","1989-06-18","FICTION",0
"4209","1989-06-18","Richard Clarida And Polly Barry Wed in Westport",0
"4210","1989-06-18","How to Get the Best Rate For Your Dollar Overseas",0
"4211","1989-06-18","Therapist Is Wed To Miss McGrath",-0.25
"4212","1989-06-18","Mays Should Be On the List",0
"4213","1989-06-18","FICTION",0
"4214","1989-06-18","Amelia Hamill, Teacher, Weds",0
"4215","1989-06-18","Molly T. Baldrige Marries Kerry Kring",0.2
"4216","1989-06-18","Marian Salzman: Media Executive",-0.25
"4217","1989-06-18","LIFE STYLE: Sunday Brunch; In Manhattan, Festive Bistro Fare",0.125
"4218","1989-06-18","PASTIMES: Camera",0
"4219","1989-06-18","Towns Levy Fines for False Alarms",-0.2
"4220","1989-06-18","PASTIMES: Around the Garden",0
"4221","1989-06-18","New & Noteworthy",0
"4222","1989-06-18","'Flowers in the Dirt': Love on the Rocks",0
"4223","1989-06-18","IN THE REGION: Connecticut and Westchester; Recent Sales",0
"4224","1989-06-18","Jennifer A. Stone To Wed in August",0
"4225","1989-06-18","A Look at the Men Who Would Be Deng",0
"4226","1989-06-19","Treasury to Auction Only Bills This Week",0
"4227","1989-06-19","A Move the Mob Would Like",0.333333333333333
"4228","1989-06-19","Japan Pact On Phones Expected",0
"4229","1989-06-19","Review/Opera; Making the Leap From Sea to Stars",0
"4230","1989-06-19","Israelis Are Banning 3 Islamic Groups",0
"4231","1989-06-19","Marking the Limits Of a Workout",-0.333333333333333
"4232","1989-06-19","Cynthia Fissel Wed to Mark Glickman",0
"4233","1989-06-19","'Europhoria' And Sales Promotions",0
"4234","1989-06-19","ENVIRONMENTALISTS AND SOCIALISTS GAIN IN EUROPEAN VOTE",0.2
"4235","1989-06-19","Dr. Felise Milan Weds Physician",0
"4236","1989-06-19","'It's a Cruel Game Sometimes'",0
"4237","1989-06-19","Sports Logos Become Symbols of Big Profits",0.333333333333333
"4238","1989-06-19","Washington Talk: Guest List; Glamour and Gaiety at 'La Maison Francaise'",0.25
"4239","1989-06-19","Girl's Essay on Homelessness, From Experience, Wins Prize",0.333333333333333
"4240","1989-06-19","The Franchise Retires",-0.5
"4241","1989-06-19","Fuel-Leak Rules May Hasten End Of Mom and Pop Service Stations",-0.111111111111111
"4242","1989-06-19","Bridge",0
"4243","1989-06-19","Teacher Married To Miss Breinin",0
"4244","1989-06-19","High Ozone and Acid-Rain Levels Found Over African Rain Forests",0
"4245","1989-06-19","Experts Call For Rehabilitation And Tough Penalties for Rapists",0.5
"4246","1989-06-19","Judith Alica Siegel Is Married",0.25
"4247","1989-06-19","Corrections",1
"4248","1989-06-19","Henderson Wants New Pact, Not Trade",0
"4249","1989-06-19","Consumers Lose if U.S. Presses 'Unfair Traders'",-0.6
"4250","1989-06-19","Managua to Require Americans To Get Visas to Enter Nicaragua",-0.142857142857143
"4251","1989-06-20","Canterbury Educational Servces Inc reports earnings for Qtr to May 31",0.125
"4252","1989-06-20","THE MEDIA BUSINESS: Advertising; People",0
"4253","1989-06-20","3 Charged With Fraud on Military Engines",-0.5
"4254","1989-06-20","Sonja Haas, 79, War Settlement Negotiator",0
"4255","1989-06-20","Micron Technology Inc reports earnings for Qtr to June 1",0
"4256","1989-06-20","By Design; Yellow Catches On",-0.333333333333333
"4257","1989-06-20","Group Seeks to Sell Stake in Italy Fund",0
"4258","1989-06-20","LDB Corp reports earnings for Qtr to April 30",0
"4259","1989-06-20","30,000-Acre Refuge Created for Endangered Florida Panther",0.166666666666667
"4260","1989-06-20","Britons Abandon 'Cold' Quest",-0.5
"4261","1989-06-20","Columnist Accused Unjustly Over Israel",-0.5
"4262","1989-06-20","Settler Killed; Shamir Vows 'Iron Fist'",-0.5
"4263","1989-06-20","Newcor Inc reports earnings for Qtr to April 30",0
"4264","1989-06-20","Columnist Accused Unjustly Over Israel; Historical Asymmetry",-0.333333333333333
"4265","1989-06-20","Careers; Training 21st-Century Executives",0
"4266","1989-06-20","Arnold Blumberg, 69, L.I. Physician, Dies",-0.25
"4267","1989-06-20","Imnet Inc reports earnings for Qtr to April 30",0
"4268","1989-06-20","Chip Maker Is in the Black",0
"4269","1989-06-20","General Instrument Corp reports earnings for 13wks to May 28",0
"4270","1989-06-20","Talking Business with Barrett of Goodyear; The Importance Of Being Biggest",0.166666666666667
"4271","1989-06-20","Supercomputer Link to Oracle",0
"4272","1989-06-20","Charter Panel Facing More Pressure to Delay Vote",-0.166666666666667
"4273","1989-06-20","Central Illinois Public Service Co reports earnings for 12mo May 31",-0.142857142857143
"4274","1989-06-20","NEWS SUMMARY",0
"4275","1989-06-20","Northwest Airlines Accepts Offer Of $3.6 Billion by Investor Group",0.285714285714286
"4276","1989-06-21","Dow Transportation Index Sets a Record",0
"4277","1989-06-21","Drexel-S.E.C. Settlement Is Approved",0.333333333333333
"4278","1989-06-21","Hearing on Suit Filed by Rose Is Postponed Until Tomorrow",0.166666666666667
"4279","1989-06-21","Nichols Research Corp reports earnings for Qtr to May 31",0
"4280","1989-06-21","Charles Stradella, 91, Ex-Chief of G.M.A.C.",0
"4281","1989-06-21","China Wants Executives Back",0
"4282","1989-06-21","Ranger Job Appeals to Johnson; He Has No Offer",0.4
"4283","1989-06-21","TVI Corp reports earnings for Qtr to March 31",0
"4284","1989-06-21","Ferdinand Stone, 80, Tulane Law Professor",0.2
"4285","1989-06-21","Paramount Seeks to Block Election of 4 Time Directors",0
"4286","1989-06-21","Star Magic That Also Draws Evil",0
"4287","1989-06-21","Unity Healthcare Holding Co reports earnings for Qtr to March 31",0.142857142857143
"4288","1989-06-21","Atwater's Speech Makes Him a Target Again",0
"4289","1989-06-21","All Safe in Soviet Ship Drama",0.25
"4290","1989-06-21","Wire Service Joint Venture",0
"4291","1989-06-21","Results Plus",0
"4292","1989-06-21","State Of the Mart",0.5
"4293","1989-06-21","Dollars for Democrats",0
"4294","1989-06-21","Rates Up Modestly At Citicorp Auction",0.25
"4295","1989-06-21","Corrections",1
"4296","1989-06-21","Knogo Corp reports earnings for Qtr to Feb 28",0
"4297","1989-06-21","Sand Technology Systems International Inc reports earnings for Qtr to April 30",0
"4298","1989-06-21","GORBACHEV CHEERS IRANIAN IN MOSCOW",0.25
"4299","1989-06-21","Vatican Appoints Five To Supervise Its Bank",0.2
"4300","1989-06-21","Connecticut Abortion Protesters Clog Jails",-0.6
"4301","1989-06-22","Royal International Optical Corp reports earnings for Qtr to March 31",0
"4302","1989-06-22","Greeks Open Coalition Talks",0.25
"4303","1989-06-22","Corrections",1
"4304","1989-06-22","Survey by Fed Finds Growth Pace Is Slowing",-0.166666666666667
"4305","1989-06-22","Woodworking Teacher Bucks British Tradition",0.2
"4306","1989-06-22","Atlantic City Mission Cares for the Losers",0
"4307","1989-06-22","Washington Talk; White House",0
"4308","1989-06-22","Researchers Discover New Way Gene Defects Can Lead to Cancer",-0.111111111111111
"4309","1989-06-22","ISRAELIS WARNED ABOUT FRATRICIDE",0
"4310","1989-06-22","Perceptron Sells Stake to Germans",0
"4311","1989-06-22","Bridge",0
"4312","1989-06-22","Excerpts From High Court's Decision Barring Prosecution in Flag Protest",-0.125
"4313","1989-06-22","Leafs' President Averts Possibility of Takeover",-0.2
"4314","1989-06-22","Layoffs at Scherer; 5 Units to Be Sold",0
"4315","1989-06-22","Exhibits Are Off the Hook",0
"4316","1989-06-22","Measurex Corp reports earnings for Qtr to June 4",0
"4317","1989-06-22","Paris Leader Speaks Little, Does Much",0
"4318","1989-06-22","Strange Stays on Top, but Not Alone",0
"4319","1989-06-22","National Services Industries reports earnings for Qtr to May 31",0
"4320","1989-06-22","Books of The Times; Japan's Kamikaze Pilots Tell Their Own Stories",0
"4321","1989-06-22","Forest City Stake Of 15% Is Sought",0.25
"4322","1989-06-22","A Young 'Mr. June' Is at a Crossroad",0
"4323","1989-06-22","THE MEDIA BUSINESS: Advertising; Lintas: London Makes Acquisition",0
"4324","1989-06-22","Fed's Heller to Become A Top Visa Executive",-0.333333333333333
"4325","1989-06-22","Campaign Matters; Party Petitions: The Race Before the Race",-0.333333333333333
"4326","1989-06-23","Film Festival Leader",0.333333333333333
"4327","1989-06-23","Jazz New or Old, All Sounds Are In At the Annual Jam",0.166666666666667
"4328","1989-06-23","Slaney Isn't Aiming to Be the Leader of the Pack",0
"4329","1989-06-23","Comex Seen Filling Post",0.25
"4330","1989-06-23","What Is Out There",NA
"4331","1989-06-23","Chengdu Had Its Own Tiananmen Massacre; Deng's Desire",-0.2
"4332","1989-06-23","Virginia Utility Gets 8.91% Yield",0
"4333","1989-06-23","Bush and Many in Congress Denounce Flag Ruling",-0.166666666666667
"4334","1989-06-23","Washington Talk; The Capital",0
"4335","1989-06-23","Vera Wang Wed To Arthur Becker",0
"4336","1989-06-23","Switzer to Be Paid",0
"4337","1989-06-23","AT THE MOVIES",0
"4338","1989-06-23","India Forces Down U.S. and German Pilots",-0.25
"4339","1989-06-23","KEY RATES",0
"4340","1989-06-23","Republicans in Glass White Houses . . . .",0
"4341","1989-06-23","Austin Journal; Murder Mystery Grips City: Just Who Would Kill a Tree?",-0.111111111111111
"4342","1989-06-23","Gold Mine Fire Still Raging",-0.4
"4343","1989-06-23","Ruling Benefits Amgen Product",0.5
"4344","1989-06-23","Bush Calls for New Volunteer Effort",0.2
"4345","1989-06-23","Reviews/Art; 8 From Eastern Europe, All Young and Unknown",0
"4346","1989-06-23","Qume Corp reports earnings for Qtr to May 31",0
"4347","1989-06-23","Police Kill Suspect in 4 Slayings",-0.5
"4348","1989-06-23","Ex-H.U.D. Aide Tells of Role Played by Major Republicans",0.428571428571429
"4349","1989-06-23","Evert Says She'll Play",0
"4350","1989-06-23","Gold Fields Gets Bid By Hanson",0
"4351","1989-06-24","Soviet Star Free to Play",0.5
"4352","1989-06-24","Bridge",0
"4353","1989-06-24","Corrections",1
"4354","1989-06-24","F.A.A. Finds Some Flaws In Eastern's Plane Repairs",0
"4355","1989-06-24","A Tireless Gubicza Shuts Out Yankees",0
"4356","1989-06-24","Philharmonic and Met Await an Unusual Stage",0
"4357","1989-06-24","Navy Lifts Ban On Unisys Units",0
"4358","1989-06-24","Hunger, Yes, Surrender, No: Coping With Curfew in Gaza",-0.166666666666667
"4359","1989-06-24","Talks Are Urged in Coal Strike",-0.25
"4360","1989-06-24","William C. Beattie, 84, Con Edison Executive",-0.2
"4361","1989-06-24","Fresh From Victory, Strange Shines Again",0.5
"4362","1989-06-24","Pronouncing the Names",0
"4363","1989-06-24","Pioneer, Champion, Honoree",0.333333333333333
"4364","1989-06-24","What Middle Schools Can Teach",0
"4365","1989-06-24","Angolan Cease-Fire Seen as First Step Toward a Settlement",0
"4366","1989-06-24","The Signed Confession of Shoeless Joe",-0.25
"4367","1989-06-24","Morton Thiokol Operation Split",-0.25
"4368","1989-06-24","Putting Digital Sound In Movie Theaters",0.2
"4369","1989-06-24","Traffic Alert",0.5
"4370","1989-06-24","Kidnapped U.S. Relief Aide Is Released in the Gaza Strip",0.166666666666667
"4371","1989-06-24","Navratilova-Reggi Matchup Set for Grass-Court Final",0
"4372","1989-06-24","Release Mandela, Thatcher Urges Pretoria Party Chief",0
"4373","1989-06-24","An Ethics Spotlight on Mr. Marino",0.333333333333333
"4374","1989-06-24","JUSTICES UPHOLD BUSINESSES' RIGHT TO SELL PHONE SEX",0.428571428571429
"4375","1989-06-24","A Vote for Auto Plant Cooperation",0.25
"4376","1989-06-25","Mary McFadden Is Married",0.333333333333333
"4377","1989-06-25","Veterans of Abortion Battles Watch For Signal of Shift by Supreme Court",0.125
"4378","1989-06-25","Hibari Misora, Japanese Singer, 52",0
"4379","1989-06-25","Review/Theater; Angst and Romance in 4 One-Acters",0.25
"4380","1989-06-25","Bonanza for Whale Watchers",0
"4381","1989-06-25","Designed for Other Purposes",0.5
"4382","1989-06-25","The Hard Case of the Flag: Apologies and Surprises",-0.2
"4383","1989-06-25","Excerpt From Statement on Zhao's Dismissal",-0.25
"4384","1989-06-25","SPIES & THRILLERS",0
"4385","1989-06-25","Chicago Theater Troupe in London Debut",0
"4386","1989-06-25","Debate on Aiding Gifted Disabled Pupils",0
"4387","1989-06-25","FOCUS: From Strip Mine to Game Preserve in Southern Ohio; Zoo Consortium Using 9,000 Acres Donated by Utility",0.230769230769231
"4388","1989-06-25","Court vs. Family: Homeowners Lose",0
"4389","1989-06-25","114 Hudson St.",0
"4390","1989-06-25","Israel",0
"4391","1989-06-25","Answering The Mail",0
"4392","1989-06-25","The Man Who Loved Ayn Rand",0.5
"4393","1989-06-25","Professor Has a Passion For the Merritt Parkway",0.25
"4394","1989-06-25","A Fifth Gold For Canoeist",0.333333333333333
"4395","1989-06-25","Elizabeth L. Kaplan Weds Todd Harmon",0.2
"4396","1989-06-25","Fireworks Law Sets Off Roadside Sales Frenzy",0.166666666666667
"4397","1989-06-25","'Write Till You Drop'",-0.333333333333333
"4398","1989-06-25","A Band That Gave An Age of Excess A Good Name",0
"4399","1989-06-25","IN THE REGION: New Jersey; Recent Sales",0
"4400","1989-06-25","Solving Problems In the Deadlock Decade",-0.75
"4401","1989-06-26","Sports World Specials; Dressed to the Nines (Sometimes Twice)",0.142857142857143
"4402","1989-06-26","A Small Newsletter Makes Big Waves Well Beyond Chicago",0.125
"4403","1989-06-26","EXECUTIVE CHANGES",-0.5
"4404","1989-06-26","Jones's 271 Wins Canadian Open",0.25
"4405","1989-06-26","Nancy Kornfeld Becomes a Bride",0
"4406","1989-06-26","Egypt Faces an Economic Squeeze",0.25
"4407","1989-06-26","Tool Orders For May Fell 15.4%",0
"4408","1989-06-26","THE MEDIA BUSINESS: Advertising; Omon-New York",0
"4409","1989-06-26","Papandreou's Condition",0
"4410","1989-06-26","A Lawyer Is Wed To Ms. Gradowitz",0
"4411","1989-06-26","Jazz Festival; Bringing Back Goodman",0.4
"4412","1989-06-26","Stamp of Resistance",-0.5
"4413","1989-06-26","Dearth of Big Men Sways Strategies",-0.2
"4414","1989-06-26","Phoebe Weseley Wed to Geologist",0
"4415","1989-06-26","Lake Erie Plane Crash Kills 3",-0.2
"4416","1989-06-26","Aptostar Triumphs In the Vagrancy",0.333333333333333
"4417","1989-06-26","A Note of Austerity Inhibits the Book Party Circuit",-0.333333333333333
"4418","1989-06-26","Leslie D. Greene Marries Simon Barsky, Executive",0
"4419","1989-06-26","Miss Snowden, Teacher, Weds",-0.25
"4420","1989-06-26","Deal for Prime Pleases Partners at Whitney",0.6
"4421","1989-06-26","THE MEDIA BUSINESS: Advertising; Spaniards Agency Wins Top Prize",0.125
"4422","1989-06-26","Review/Dance; Ballet Theater Gives Liepa Debut in Balanchine Work",0.125
"4423","1989-06-26","L.I. Man Held in Kidnapping Of Woman and Her Daughter",0
"4424","1989-06-26","Shoe Riots in Bangladesh",0
"4425","1989-06-26","Dividend Meetings",0.5
"4426","1989-06-27","Head of Council of Churches Plans to Resign",0
"4427","1989-06-27","William Erickson, 70, Ex-Chemical Executive",-0.25
"4428","1989-06-27","39 Reportedly Killed By Philippine Rebels",-0.5
"4429","1989-06-27","Angeion Corp reports earnings for Qtr to April 30",0
"4430","1989-06-27","Excerpts From Interview With President on Foreign and Domestic Issues",-0.166666666666667
"4431","1989-06-27","Waterhouse Investor Servces Inc reports earnings for Qtr to May 26",0
"4432","1989-06-27","Note and Bond Prices Continue Up",0.25
"4433","1989-06-27","Hungarian Aide Sees Collective Rule",0.2
"4434","1989-06-27","Campaign by Portugal Thanks Its Tourists",0.25
"4435","1989-06-27","For Night-Shift Workers, a Fix of Light",0
"4436","1989-06-27","Northwest Drug Co reports earnings for Year to April 30",0
"4437","1989-06-27","A Second Man Dies In the Training Pool At Pensacola Base",0.142857142857143
"4438","1989-06-27","CUNY Trustees Name 2 as College Presidents",0
"4439","1989-06-27","Cogeco Inc reports earnings for Qtr to May 31",0
"4440","1989-06-27","Oil Spills Leave Trail of Disturbing Questions",-0.5
"4441","1989-06-27","Mystery at Milky Way's Center",0
"4442","1989-06-27","I.B.M.'s Advantage in New Chips",0.25
"4443","1989-06-27","Pennington's Stores Ltd reports earnings for Qtr to April 29",0
"4444","1989-06-27","Stephen Hassenfeld Is Dead at 47; Led Toy Company to No. 1 Spot",-0.142857142857143
"4445","1989-06-27","Ross Cosmetics Distribution Centers Inc reports earnings for Qtr to March 31",0
"4446","1989-06-27","BRIEFS",0
"4447","1989-06-27","HCC Industries reports earnings for Qtr to April 1",0.166666666666667
"4448","1989-06-27","Fireworks Shipments Seized by Government",-0.25
"4449","1989-06-27","Bird Begins Comeback",0.333333333333333
"4450","1989-06-27","Chimerine Quits at WEFA",-0.333333333333333
"4451","1989-06-28","Murder and Mercy; The Supreme Court's Cruel 'Consensus'",0.333333333333333
"4452","1989-06-28","Freezer Mysteries",0
"4453","1989-06-28","EXECUTIVE CHANGES",-0.5
"4454","1989-06-28","Lessons",0
"4455","1989-06-28","Merrill Lynch To Relocate 2,600 Jobs",0
"4456","1989-06-28","U.S. Petroleum Data",0
"4457","1989-06-28","BUSINESS DIGEST",0
"4458","1989-06-28","The Capital",0
"4459","1989-06-28","Cablec Chief Takes Same Title at Brintec",0
"4460","1989-06-28","Corrections",1
"4461","1989-06-28","Scholar Exchanges Jolted by Tremors in Beijing",0
"4462","1989-06-28","PRESIDENT TO SEEK AMENDMENT TO BAR BURNING THE FLAG",-0.333333333333333
"4463","1989-06-28","Critic's Notebook; Where Connoisseurs And Cowboys Play",0
"4464","1989-06-28","Modern Television Has a Variety of Fathers",0.25
"4465","1989-06-28","BRIEFS",0
"4466","1989-06-28","Warning to Creditor Banks",0
"4467","1989-06-28","Women's Hall of Fame Expects to Stay Open",0.333333333333333
"4468","1989-06-28","38 Families Settle Cases in '87 Plane Crash",0.2
"4469","1989-06-28","Expos Set Back Ailing Mets",0
"4470","1989-06-28","Suitors Seek Talks At Dunkin' Donuts",0
"4471","1989-06-28","Maggie on the Beach",0
"4472","1989-06-28","Requirements Are Cut for Foreigners",-0.666666666666667
"4473","1989-06-28","Northeast Utilities reports earnings for 12mo to May 31",0.2
"4474","1989-06-28","Disk-Drive Maker In Chapter 11",0
"4475","1989-06-28","THE MEDIA BUSINESS: Advertising; Restoring A Lost Touch To Marketing",0
"4476","1989-06-29","Ex-Wife of Dead Spy Told Navy He Worked for Soviets, U.S. Says",-0.125
"4477","1989-06-29","West Germans' Traffic With Terror",-0.25
"4478","1989-06-29","Hospital Workers Vote to Strike for One Day",0
"4479","1989-06-29","Oil Tanker Captain Arrested On Pollution Law Violations",-0.142857142857143
"4480","1989-06-29","A Fine Polish Can Make a Difference",0
"4481","1989-06-29","U.N. Chief Says Fear Still Plagues Namibia",-0.333333333333333
"4482","1989-06-29","Johnson Products Co reports earnings for Qtr to May 31",0.166666666666667
"4483","1989-06-29","NCNB Loses an Edge In Bidding in Texas",-0.4
"4484","1989-06-29","John Labatt of Canada Picks Chief Executive",-0.333333333333333
"4485","1989-06-29","Market Place; Nintendo Courts U.S. Investors",0.2
"4486","1989-06-29","Elsa Adler Bass, Music Colony Leader, 94",-0.166666666666667
"4487","1989-06-29","President to Urge Pay Increase for Congress",0.2
"4488","1989-06-29","What's Next in Recruit Scandal? 15 Years in Court",0
"4489","1989-06-29","General Mills Inc reports earnings for Qtr to May 28",0
"4490","1989-06-29","Corrections",1
"4491","1989-06-29","HOUSING AUDITORS QUESTION PAYMENT TO G.O.P. OFFICIAL",-0.166666666666667
"4492","1989-06-29","Intermetrics Inc reports earnings for Qtr to May 31",0
"4493","1989-06-29","Books of The Times; From Solzhenitsyn, After 52 Years, a Monument",0.2
"4494","1989-06-29","Intervoice reports earnings for Qtr to May 31",0
"4495","1989-06-29","'Metamorphosis' Ending",0
"4496","1989-06-29","Rising V.A. Mortgage Losses Spell Trouble at Other Agency",-0.333333333333333
"4497","1989-06-29","The Onstage Life Of Daniel Gerroll",0
"4498","1989-06-29","A. J. Ayer Dead in Britain at 78; Philosopher of Logical Positivism",0
"4499","1989-06-29","No Headline",0
"4500","1989-06-29","Lagos Journal; In Nigeria, to Rot in Jail Is a Hazard of the Innocent",-0.285714285714286
"4501","1989-06-30","U.S. Defends Move to Expand Talks With P.L.O.",0
"4502","1989-06-30","MOBUTU, ON VISIT, LAUDED AND CHIDED",-0.25
"4503","1989-06-30","Burmese Heroes, Faithless Friends",0.5
"4504","1989-06-30","Calendar Tricks Won't Solve New York's Budget Woes; 'Off Budget' in Albany",-0.2
"4505","1989-06-30","Salute to Harlem",0.5
"4506","1989-06-30","The Party Line From 1 to 4",0
"4507","1989-06-30","RESULTS PLUS",0
"4508","1989-06-30","This Flag Thing",0
"4509","1989-06-30","Eritreans Accept Peace Talks Without Political Conditions",0.428571428571429
"4510","1989-06-30","New From Eichelberger",0
"4511","1989-06-30","Michael Alan Woods, A.I.D. Chief, Is Dead at 43",0
"4512","1989-06-30","More Cuts at Sears",-0.5
"4513","1989-06-30","A Long Weekend of Music, Fireworks and Frogs; NEW JERSEY",0
"4514","1989-06-30","Cuban Interior Minister Dismissed in Drug Case",0
"4515","1989-06-30","U.N.-Convened Cyprus Talks Fail to Produce Agreement",0
"4516","1989-06-30","Military Buildup in Canada Falls Victim to Budget Cuts",-0.285714285714286
"4517","1989-06-30","Mcorp Deal Will Cost $2 Billion",0
"4518","1989-06-30","Pop/Jazz; Music By Groups Large And Small",0
"4519","1989-06-30","Corrections",1
"4520","1989-06-30","Polish Leader's Re-election Faces Opposition in Communist Party",0
"4521","1989-06-30","Bonn Asserts Iran Chemical Sale Might Be Illegal",0
"4522","1989-06-30","New Jersey Legislature Seeking Pact on Budget",0
"4523","1989-06-30","Marcos Has Special Surgery To Pinpoint Grave Infection",-0.166666666666667
"4524","1989-06-30","Editors' Note",0
"4525","1989-06-30","Efforts to Curb Advertising Expose Rift in the Bar",-0.333333333333333
"4526","1989-07-01","Houston Investor's Magic Touch",0.25
"4527","1989-07-01","Banc One, Citing Texas Deal, Lifts Its Estimate on Profits",0.125
"4528","1989-07-01","The Anxiety At Time Inc. Over Bidding",-0.25
"4529","1989-07-01","Cassandra Wilson Sings The Standards",0.25
"4530","1989-07-01","Jersey Workers Conduct Rally For New Pacts",0.166666666666667
"4531","1989-07-01","'Amadeus' Demeaned Mozart's Suffering Genius",-0.2
"4532","1989-07-01","Krukow Out for Season With Shoulder Injury",-0.25
"4533","1989-07-01","Gender Gap in Aptitude Tests Is Narrowing, Experts Find",0.285714285714286
"4534","1989-07-01","Magnus J. Krynski, 67, a Slavic Professor",0
"4535","1989-07-01","Gemini Technology Inc. reports earnings for Qtr to June 30",0
"4536","1989-07-01","Eastern Pilots Face the Unthinkable",0
"4537","1989-07-01","Your Money; How to Marry A Couple's Funds",0.25
"4538","1989-07-01","Selectronics Inc.  reports earnings for Qtr to March 31",0
"4539","1989-07-01","Tab Products reports earnings for Qtr to May 31",0.166666666666667
"4540","1989-07-01","Holtzman Postpones Action on Assistant In $250 Bail Furor",0
"4541","1989-07-01","Beijing Memo; The Fine Art of Not Saying What You Mean",0
"4542","1989-07-01","Fireplace Manufacturers Inc. reports earnings for Year to March 31",0
"4543","1989-07-01","Forum Group Inc. reports earnings for Year to March 31",0
"4544","1989-07-01","Clarus Corp. reports earnings for Qtr to April 30",0
"4545","1989-07-01","Energy Dept. to Pay $73 Million To Settle Uranium Case in Ohio",0.25
"4546","1989-07-01","Making a Difference During the Season Of Power Failures",-0.4
"4547","1989-07-01","Inquiry on Harassment of Agent In F.B.I. Ends Without Indictment",-0.285714285714286
"4548","1989-07-01","More Questions for Senator D'Amato",-0.333333333333333
"4549","1989-07-01","One-Room School's Long Idyll Ends",0
"4550","1989-07-01","Hospital Workers and Leader Face a Test in Contract Talks",0.142857142857143
"4551","1989-07-02","Sports of The Times; Commemorating the Iron Horse's Iron Will",0
"4552","1989-07-02","NONFICTION",0
"4553","1989-07-02","Tennessee Parental Consent Law Is Voided",0.2
"4554","1989-07-02","Bush Policy Makers Reach Uneasy Balance on an Approach to the Soviets",0
"4555","1989-07-02","NEW YORK CITY'S PROBLEMS ARE IN THE PICTURE",-0.2
"4556","1989-07-02","Q and A",NA
"4557","1989-07-02","Mrs. MacShane Wed to Minister",0.25
"4558","1989-07-02","Scorsese's 'Temptation' in a Context of Risks",-0.25
"4559","1989-07-02","STREETSCAPES: The Knickerbocker Laundry; A Cloudy Future for an Art Moderne Clean Machine By CHRISTOPHER GRAY",0.272727272727273
"4560","1989-07-02","NEWS SUMMARY",0
"4561","1989-07-02","Lawyer Suspended For Having Clients Pose Nude as His Fee",-0.166666666666667
"4562","1989-07-02","POSTINGS: For Pioneers?; Housing Near Javits Center",0
"4563","1989-07-02","IN QUOTES",0
"4564","1989-07-02","Carla Paganelli Marries John Ruffner",0.2
"4565","1989-07-02","Half Moon Hotel",0
"4566","1989-07-02","Ann Reynolds Weds Robert deButts Jr.",0
"4567","1989-07-02","BRITS BUY UP THE AD BUSINESS",0.333333333333333
"4568","1989-07-02","Ancient Flat Bread Rises to the Occasion",0
"4569","1989-07-02","Intermarriage And Judaism",0
"4570","1989-07-02","Congress Gives African Leaders the Human Rights Test",0.428571428571429
"4571","1989-07-02","A Season for Manhattan to Frame the Sunset",0
"4572","1989-07-02","If This Is July, It's Time to Think April 15",0
"4573","1989-07-02","Dangerous . . . No, Make That 'Fatal' Liaisons",-0.5
"4574","1989-07-02","Reporter's Notebook; Another Marathon Ends in Bills Passed and Peanuts Shelled",-0.111111111111111
"4575","1989-07-02","Elizabeth O'Brien And John Paxton To Marry in Fall",0
